integrated	O
into	O
a	O
particle-filter	B-Method
style	I-Method
tracker	E-Method
.	O

We	O
will	O
show	O
that	O
this	O
intrinsic	B-Method
object	I-Method
representation	E-Method
has	O
some	O
interesting	O
properties	O
and	O
based	O
on	O
which	O
the	O
newly	O
derived	O
dynamical	B-Method
model	E-Method
makes	O
particle-filter	B-Method
style	I-Method
tracker	E-Method
more	O
robust	O
and	O
reliable	O
.	O

Experiments	O
show	O
that	O
the	O
learned	O
tracker	S-Generic
performs	O
much	O
better	O
than	O
existing	O
trackers	S-Generic
on	O
the	O
tracking	B-Task
of	I-Task
complex	B-OtherScientificTerm
non-rigid	I-OtherScientificTerm
motions	E-OtherScientificTerm
such	O
as	O
fish	B-OtherScientificTerm
twisting	E-OtherScientificTerm
with	O
self-occlusion	S-OtherScientificTerm
and	O
large	O
inter-frame	B-OtherScientificTerm
lip	I-OtherScientificTerm
motion	E-OtherScientificTerm
.	O

The	O
proposed	O
method	S-Generic
also	O
has	O
the	O
potential	O
to	O
solve	O
other	O
type	O
of	O
tracking	B-Task
problems	E-Task
.	O

In	O
this	O
paper	O
,	O
we	O
present	O
a	O
digital	B-Method
signal	I-Method
processor	I-Method
-LRB-	I-Method
DSP	I-Method
-RRB-	I-Method
implementation	E-Method
of	O
real-time	B-Method
statistical	I-Method
voice	I-Method
conversion	I-Method
-LRB-	I-Method
VC	I-Method
-RRB-	E-Method
for	O
silent	B-Task
speech	I-Task
enhancement	E-Task
and	O
electrolaryngeal	B-Task
speech	I-Task
enhancement	E-Task
.	O

As	O
a	O
silent	B-OtherScientificTerm
speech	I-OtherScientificTerm
interface	E-OtherScientificTerm
,	O
we	O
focus	O
on	O
non-audible	B-Material
murmur	I-Material
-LRB-	I-Material
NAM	I-Material
-RRB-	E-Material
,	O
which	O
can	O
be	O
used	O
in	O
situations	O
where	O
audible	B-Material
speech	E-Material
is	O
not	O
acceptable	O
.	O

Electrolaryngeal	B-Material
speech	E-Material
is	O
one	O
of	O
the	O
typical	O
types	O
of	O
alaryngeal	B-Material
speech	E-Material
produced	O
by	O
an	O
alternative	O
speaking	B-Method
method	E-Method
for	O
laryngectomees	S-OtherScientificTerm
.	O

However	O
,	O
the	O
sound	B-Metric
quality	E-Metric
of	O
NAM	B-Material
and	I-Material
electrolaryngeal	I-Material
speech	E-Material
suffers	O
from	O
lack	O
of	O
naturalness	O
.	O

VC	S-Method
has	O
proven	O
to	O
be	O
one	O
of	O
the	O
promising	O
approaches	O
to	O
address	O
this	O
problem	O
,	O
and	O
it	S-Generic
has	O
been	O
successfully	O
implemented	O
on	O
devices	S-Generic
with	O
sufficient	B-Material
computational	I-Material
resources	E-Material
.	O

An	O
implementation	O
on	O
devices	S-Generic
that	O
are	O
highly	O
portable	O
but	O
have	O
limited	B-Material
computational	I-Material
resources	E-Material
would	O
greatly	O
contribute	O
to	O
its	O
practical	O
use	O
.	O

In	O
this	O
paper	O
we	O
further	O
implement	O
real-time	B-Method
VC	E-Method
on	O
a	O
DSP	S-OtherScientificTerm
.	O

To	O
implement	O
the	O
two	O
speech	B-Method
enhancement	I-Method
systems	E-Method
based	O
on	O
real-time	B-Method
VC	E-Method
,	O
one	S-Generic
from	O
NAM	S-Material
to	O
a	O
whispered	B-Material
voice	E-Material
and	O
the	O
other	S-Generic
from	O
electrolaryngeal	B-Material
speech	E-Material
to	O
a	O
natural	B-Material
voice	E-Material
,	O
we	O
propose	O
several	O
methods	S-Generic
for	O
reducing	O
computational	B-Metric
cost	E-Metric
while	O
preserving	O
conversion	B-Metric
accuracy	E-Metric
.	O

We	O
conduct	O
experimental	O
evaluations	O
and	O
show	O
that	O
real-time	B-Method
VC	E-Method
is	O
capable	O
of	O
running	O
on	O
a	O
DSP	S-OtherScientificTerm
with	O
little	O
degradation	O
.	O

We	O
propose	O
a	O
method	S-Generic
that	O
automatically	O
generates	O
paraphrase	S-OtherScientificTerm
sets	O
from	O
seed	O
sentences	O
to	O
be	O
used	O
as	O
reference	O
sets	O
in	O
objective	O
machine	B-Metric
translation	I-Metric
evaluation	I-Metric
measures	E-Metric
like	O
BLEU	S-Metric
and	O
NIST	S-Metric
.	O

We	O
measured	O
the	O
quality	O
of	O
the	O
paraphrases	S-OtherScientificTerm
produced	O
in	O
an	O
experiment	O
,	O
i.e.	O
,	O
-LRB-	O
i	O
-RRB-	O
their	O
grammaticality	S-Metric
:	O
at	O
least	O
99	O
%	O
correct	O
sentences	O
;	O
-LRB-	O
ii	O
-RRB-	O
their	O
equivalence	B-Metric
in	I-Metric
meaning	E-Metric
:	O
at	O
least	O
96	O
%	O
correct	O
paraphrases	S-OtherScientificTerm
either	O
by	O
meaning	B-Method
equivalence	E-Method
or	O
entailment	S-Method
;	O
and	O
,	O
-LRB-	O
iii	O
-RRB-	O
the	O
amount	O
of	O
internal	B-Metric
lexical	I-Metric
and	I-Metric
syntactical	I-Metric
variation	E-Metric
in	O
a	O
set	O
of	O
paraphrases	S-OtherScientificTerm
:	O
slightly	O
superior	O
to	O
that	O
of	O
hand-produced	B-OtherScientificTerm
sets	E-OtherScientificTerm
.	O

The	O
paraphrase	S-OtherScientificTerm
sets	O
produced	O
by	O
this	O
method	S-Generic
thus	O
seem	O
adequate	O
as	O
reference	O
sets	O
to	O
be	O
used	O
for	O
MT	B-Task
evaluation	E-Task
.	O

Graph	B-Task
unification	E-Task
remains	O
the	O
most	O
expensive	O
part	O
of	O
unification-based	B-Task
grammar	I-Task
parsing	E-Task
.	O

We	O
focus	O
on	O
one	O
speed-up	B-Method
element	E-Method
in	O
the	O
design	O
of	O
unification	B-Method
algorithms	E-Method
:	O
avoidance	O
of	O
copying	B-OtherScientificTerm
of	I-OtherScientificTerm
unmodified	B-OtherScientificTerm
subgraphs	E-OtherScientificTerm
.	O

We	O
propose	O
a	O
method	S-Generic
of	O
attaining	O
such	O
a	O
design	O
through	O
a	O
method	O
of	O
structure-sharing	S-Method
which	O
avoids	O
log	B-OtherScientificTerm
-LRB-	I-OtherScientificTerm
d	I-OtherScientificTerm
-RRB-	I-OtherScientificTerm
overheads	E-OtherScientificTerm
often	O
associated	O
with	O
structure-sharing	B-OtherScientificTerm
of	I-OtherScientificTerm
graphs	E-OtherScientificTerm
without	O
any	O
use	O
of	O
costly	O
dependency	B-Method
pointers	E-Method
.	O

The	O
proposed	O
scheme	S-Generic
eliminates	O
redundant	B-OtherScientificTerm
copying	E-OtherScientificTerm
while	O
maintaining	O
the	O
quasi-destructive	B-OtherScientificTerm
scheme	I-OtherScientificTerm
's	I-OtherScientificTerm
ability	E-OtherScientificTerm
to	O
avoid	O
over	B-OtherScientificTerm
copying	E-OtherScientificTerm
and	O
early	B-OtherScientificTerm
copying	E-OtherScientificTerm
combined	O
with	O
its	O
ability	O
to	O
handle	O
cyclic	B-OtherScientificTerm
structures	E-OtherScientificTerm
without	O
algorithmic	O
additions	O
.	O

We	O
describe	O
a	O
novel	O
technique	O
and	O
implemented	O
system	S-Generic
for	O
constructing	O
a	O
subcategorization	B-OtherScientificTerm
dictionary	E-OtherScientificTerm
from	O
textual	B-Material
corpora	E-Material
.	O

Each	O
dictionary	O
entry	O
encodes	O
the	O
relative	B-OtherScientificTerm
frequency	I-OtherScientificTerm
of	I-OtherScientificTerm
occurrence	E-OtherScientificTerm
of	O
a	O
comprehensive	O
set	O
of	O
subcategorization	O
classes	O
for	O
English	O
.	O

An	O
initial	O
experiment	O
,	O
on	O
a	O
sample	O
of	O
14	O
verbs	O
which	O
exhibit	O
multiple	O
complementation	O
patterns	O
,	O
demonstrates	O
that	O
the	O
technique	O
achieves	O
accuracy	O
comparable	O
to	O
previous	O
approaches	O
,	O
which	O
are	O
all	O
limited	O
to	O
a	O
highly	O
restricted	O
set	O
of	O
subcategorization	O
classes	O
.	O

We	O
also	O
demonstrate	O
that	O
a	O
subcategorization	B-OtherScientificTerm
dictionary	E-OtherScientificTerm
built	O
with	O
the	O
system	S-Generic
improves	O
the	O
accuracy	S-Metric
of	O
a	O
parser	S-Method
by	O
an	O
appreciable	O
amount	O
The	O
introduction	O
of	O
prior	B-OtherScientificTerm
knowledge	E-OtherScientificTerm
has	O
greatly	O
enhanced	O
numerous	O
purely	O
low-level	B-Method
driven	I-Method
image	I-Method
processing	I-Method
algorithms	E-Method
.	O

In	O
this	O
work	O
,	O
we	O
focus	O
on	O
the	O
problem	O
of	O
non-rigid	B-Task
image	I-Task
registration	E-Task
.	O

A	O
number	O
of	O
powerful	O
registration	B-Metric
criteria	E-Metric
have	O
been	O
developed	O
in	O
the	O
last	O
decade	O
,	O
most	O
prominently	O
the	O
criterion	O
of	O
maximum	B-Metric
mutual	I-Metric
information	E-Metric
.	O

Although	O
this	O
criterion	S-Generic
provides	O
for	O
good	O
registration	O
results	O
in	O
many	O
applications	O
,	O
it	S-Generic
remains	O
a	O
purely	O
low-level	B-Metric
criterion	E-Metric
.	O

As	O
a	O
consequence	O
,	O
registration	S-Task
results	O
will	O
deteriorate	O
once	O
this	O
low-level	B-OtherScientificTerm
information	E-OtherScientificTerm
is	O
corrupted	O
,	O
due	O
to	O
noise	S-OtherScientificTerm
,	O
partial	B-OtherScientificTerm
occlusions	E-OtherScientificTerm
or	O
missing	B-OtherScientificTerm
image	I-OtherScientificTerm
structure	E-OtherScientificTerm
.	O

In	O
this	O
paper	O
,	O
we	O
will	O
develop	O
a	O
Bayesian	B-Method
framework	E-Method
that	O
allows	O
to	O
impose	O
statistically	B-OtherScientificTerm
learned	I-OtherScientificTerm
prior	I-OtherScientificTerm
knowledge	E-OtherScientificTerm
about	O
the	O
joint	B-OtherScientificTerm
intensity	I-OtherScientificTerm
distribution	E-OtherScientificTerm
into	O
image	B-Method
registration	I-Method
methods	E-Method
.	O

The	O
prior	S-Generic
is	O
given	O
by	O
a	O
kernel	B-Method
density	I-Method
estimate	E-Method
on	O
the	O
space	O
of	O
joint	B-OtherScientificTerm
intensity	I-OtherScientificTerm
distributions	E-OtherScientificTerm
computed	O
from	O
a	O
representative	O
set	O
of	O
pre-registered	B-Material
image	I-Material
pairs	E-Material
.	O

This	O
nonparametric	O
prior	O
accurately	O
models	O
previously	O
learned	O
intensity	B-OtherScientificTerm
relations	E-OtherScientificTerm
between	O
various	O
image	B-OtherScientificTerm
modalities	E-OtherScientificTerm
and	O
slice	B-OtherScientificTerm
locations	E-OtherScientificTerm
.	O

Experimental	O
results	O
demonstrate	O
that	O
the	O
resulting	O
registration	B-Method
process	E-Method
is	O
more	O
robust	O
to	O
missing	B-OtherScientificTerm
low-level	I-OtherScientificTerm
information	E-OtherScientificTerm
as	O
it	S-OtherScientificTerm
favors	O
intensity	B-OtherScientificTerm
correspondences	E-OtherScientificTerm
statistically	O
consistent	O
with	O
the	O
learned	O
intensity	B-OtherScientificTerm
distributions	E-OtherScientificTerm
.	O

There	O
is	O
an	O
increased	O
interest	O
in	O
the	O
efficient	O
creation	B-Task
of	I-Task
city	I-Task
models	E-Task
,	O
be	O
it	O
virtual	O
or	O
as-built	O
.	O

We	O
present	O
a	O
method	S-Generic
for	O
synthesizing	B-Task
complex	I-Task
,	I-Task
photo-realistic	I-Task
facade	I-Task
images	E-Task
,	O
from	O
a	O
single	O
example	O
.	O

After	O
parsing	O
the	O
example	O
image	O
into	O
its	O
semantic	B-Method
components	E-Method
,	O
a	O
tiling	S-OtherScientificTerm
for	O
it	O
is	O
generated	O
.	O

Novel	O
tilings	S-OtherScientificTerm
can	O
then	O
be	O
created	O
,	O
yielding	O
facade	B-OtherScientificTerm
textures	E-OtherScientificTerm
with	O
different	O
dimensions	O
or	O
with	O
occluded	B-OtherScientificTerm
parts	I-OtherScientificTerm
inpainted	E-OtherScientificTerm
.	O

A	O
genetic	B-Generic
algorithm	E-Generic
guides	O
the	O
novel	O
facades	S-OtherScientificTerm
as	O
well	O
as	O
inpainted	B-OtherScientificTerm
parts	E-OtherScientificTerm
to	O
be	O
consistent	O
with	O
the	O
example	O
,	O
both	O
in	O
terms	O
of	O
their	O
overall	O
structure	O
and	O
their	O
detailed	O
textures	O
.	O

Promising	O
results	O
for	O
multiple	B-Generic
standard	I-Generic
datasets	E-Generic
--	O
in	O
particular	O
for	O
the	O
different	O
building	O
styles	O
they	O
contain	O
--	O
demonstrate	O
the	O
potential	O
of	O
the	O
method	S-Generic
.	O

We	O
introduce	O
a	O
new	O
interactive	B-Method
corpus	I-Method
exploration	I-Method
tool	E-Method
called	O
InfoMagnets	S-Method
.	O

InfoMagnets	S-Method
aims	O
at	O
making	O
exploratory	B-Task
corpus	I-Task
analysis	E-Task
accessible	O
to	O
researchers	O
who	O
are	O
not	O
experts	O
in	O
text	B-Task
mining	E-Task
.	O

As	O
evidence	O
of	O
its	O
usefulness	O
and	O
usability	O
,	O
it	S-Generic
has	O
been	O
used	O
successfully	O
in	O
a	O
research	O
context	O
to	O
uncover	O
relationships	O
between	O
language	O
and	O
behavioral	O
patterns	O
in	O
two	O
distinct	O
domains	S-Generic
:	O
tutorial	B-Material
dialogue	E-Material
-LRB-	O
Kumar	O
et	O
al.	O
,	O
submitted	O
-RRB-	O
and	O
on-line	B-Material
communities	E-Material
-LRB-	O
Arguello	O
et	O
al.	O
,	O
2006	O
-RRB-	O
.	O

As	O
an	O
educational	B-Method
tool	E-Method
,	O
it	S-Generic
has	O
been	O
used	O
as	O
part	O
of	O
a	O
unit	O
on	O
protocol	B-Task
analysis	E-Task
in	O
an	O
Educational	O
Research	O
Methods	O
course	O
.	O

Sources	O
of	O
training	O
data	O
suitable	O
for	O
language	B-Method
modeling	E-Method
of	O
conversational	B-Material
speech	E-Material
are	O
limited	O
.	O

In	O
this	O
paper	O
,	O
we	O
show	O
how	O
training	O
data	O
can	O
be	O
supplemented	O
with	O
text	O
from	O
the	O
web	O
filtered	O
to	O
match	O
the	O
style	O
and/or	O
topic	O
of	O
the	O
target	O
recognition	B-Task
task	E-Task
,	O
but	O
also	O
that	O
it	O
is	O
possible	O
to	O
get	O
bigger	O
performance	O
gains	O
from	O
the	O
data	O
by	O
using	O
class-dependent	B-Method
interpolation	I-Method
of	I-Method
N-grams	E-Method
.	O

We	O
present	O
a	O
method	S-Generic
for	O
detecting	B-Task
3D	I-Task
objects	E-Task
using	O
multi-modalities	S-OtherScientificTerm
.	O

While	O
it	S-Generic
is	O
generic	O
,	O
we	O
demonstrate	O
it	S-Generic
on	O
the	O
combination	O
of	O
an	O
image	S-OtherScientificTerm
and	O
a	O
dense	B-OtherScientificTerm
depth	I-OtherScientificTerm
map	E-OtherScientificTerm
which	O
give	O
complementary	B-OtherScientificTerm
object	I-OtherScientificTerm
information	E-OtherScientificTerm
.	O

It	S-Generic
works	O
in	O
real-time	O
,	O
under	O
heavy	O
clutter	O
,	O
does	O
not	O
require	O
a	O
time	B-OtherScientificTerm
consuming	I-OtherScientificTerm
training	I-OtherScientificTerm
stage	E-OtherScientificTerm
,	O
and	O
can	O
handle	O
untextured	B-OtherScientificTerm
objects	E-OtherScientificTerm
.	O

It	S-Generic
is	O
based	O
on	O
an	O
efficient	O
representation	O
of	O
templates	S-OtherScientificTerm
that	O
capture	O
the	O
different	O
modalities	S-OtherScientificTerm
,	O
and	O
we	O
show	O
in	O
many	O
experiments	O
on	O
commodity	B-OtherScientificTerm
hardware	E-OtherScientificTerm
that	O
our	O
approach	S-Generic
significantly	O
outperforms	O
state-of-the-art	B-Generic
methods	E-Generic
on	O
single	B-OtherScientificTerm
modalities	E-OtherScientificTerm
.	O

The	O
compact	B-Task
description	I-Task
of	I-Task
a	I-Task
video	I-Task
sequence	E-Task
through	O
a	O
single	O
image	B-OtherScientificTerm
map	E-OtherScientificTerm
and	O
a	O
dominant	B-OtherScientificTerm
motion	E-OtherScientificTerm
has	O
applications	O
in	O
several	O
domains	S-Generic
,	O
including	O
video	B-Task
browsing	I-Task
and	I-Task
retrieval	E-Task
,	O
compression	S-Task
,	O
mosaicing	S-Task
,	O
and	O
visual	B-Task
summarization	E-Task
.	O

Building	O
such	O
a	O
representation	S-Generic
requires	O
the	O
capability	O
to	O
register	O
all	O
the	O
frames	O
with	O
respect	O
to	O
the	O
dominant	O
object	O
in	O
the	O
scene	O
,	O
a	O
task	S-Generic
which	O
has	O
been	O
,	O
in	O
the	O
past	O
,	O
addressed	O
through	O
temporally	O
localized	B-Method
motion	I-Method
estimates	E-Method
.	O

In	O
this	O
paper	O
,	O
we	O
show	O
how	O
the	O
lack	B-OtherScientificTerm
of	I-OtherScientificTerm
temporal	B-OtherScientificTerm
consistency	E-OtherScientificTerm
associated	O
with	O
such	O
estimates	S-Generic
can	O
undermine	O
the	O
validity	B-OtherScientificTerm
of	I-OtherScientificTerm
the	I-OtherScientificTerm
dominant	B-OtherScientificTerm
motion	I-OtherScientificTerm
assumption	E-OtherScientificTerm
,	O
leading	O
to	O
oscillation	B-OtherScientificTerm
between	I-OtherScientificTerm
different	I-OtherScientificTerm
scene	I-OtherScientificTerm
interpretations	I-OtherScientificTerm
and	I-OtherScientificTerm
poor	I-OtherScientificTerm
registration	E-OtherScientificTerm
.	O

To	O
avoid	O
this	O
oscillation	S-Generic
,	O
we	O
augment	O
the	O
motion	B-Method
model	E-Method
with	O
a	O
generic	B-OtherScientificTerm
temporal	I-OtherScientificTerm
constraint	E-OtherScientificTerm
which	O
increases	O
the	O
robustness	S-Metric
against	O
competing	O
interpretations	O
,	O
leading	O
to	O
more	O
meaningful	O
content	B-Task
summarization	E-Task
.	O

In	O
cross-domain	B-Task
learning	E-Task
,	O
there	O
is	O
a	O
more	O
challenging	O
problem	O
that	O
the	O
domain	B-OtherScientificTerm
divergence	E-OtherScientificTerm
involves	O
more	O
than	O
one	O
dominant	B-Generic
factors	E-Generic
,	O
e.g.	O
,	O
different	O
viewpoints	S-OtherScientificTerm
,	O
various	O
resolutions	S-OtherScientificTerm
and	O
changing	O
illuminations	S-OtherScientificTerm
.	O

Fortunately	O
,	O
an	O
intermediate	B-OtherScientificTerm
domain	E-OtherScientificTerm
could	O
often	O
be	O
found	O
to	O
build	O
a	O
bridge	O
across	O
them	O
to	O
facilitate	O
the	O
learning	B-Task
problem	E-Task
.	O

In	O
this	O
paper	O
,	O
we	O
propose	O
a	O
Coupled	B-Method
Marginalized	I-Method
Denoising	I-Method
Auto-encoders	I-Method
framework	E-Method
to	O
address	O
the	O
cross-domain	B-Task
problem	E-Task
.	O

Specifically	O
,	O
we	O
design	O
two	O
marginalized	B-Method
denoising	I-Method
auto-encoders	E-Method
,	O
one	S-Generic
for	O
the	O
target	O
and	O
the	O
other	S-Generic
for	O
source	O
as	O
well	O
as	O
the	O
intermediate	O
one	O
.	O

To	O
better	O
couple	O
the	O
two	O
denoising	B-Method
auto-encoders	I-Method
learning	E-Method
,	O
we	O
incorporate	O
a	O
feature	B-Method
mapping	E-Method
,	O
which	O
tends	O
to	O
transfer	O
knowledge	O
between	O
the	O
intermediate	B-OtherScientificTerm
domain	E-OtherScientificTerm
and	O
the	O
target	O
one	O
.	O

Furthermore	O
,	O
the	O
maximum	B-OtherScientificTerm
margin	I-OtherScientificTerm
criterion	E-OtherScientificTerm
,	O
e.g.	O
,	O
intra-class	B-OtherScientificTerm
com-pactness	E-OtherScientificTerm
and	O
inter-class	B-OtherScientificTerm
penalty	E-OtherScientificTerm
,	O
on	O
the	O
output	O
layer	O
is	O
imposed	O
to	O
seek	O
more	O
discriminative	B-OtherScientificTerm
features	E-OtherScientificTerm
across	O
different	O
domains	O
.	O

Extensive	O
experiments	O
on	O
two	O
tasks	S-Generic
have	O
demonstrated	O
the	O
superiority	O
of	O
our	O
method	S-Generic
over	O
the	O
state-of-the-art	B-Generic
methods	E-Generic
.	O

In	O
this	O
paper	O
,	O
we	O
aim	O
to	O
automatically	O
render	O
aging	B-OtherScientificTerm
faces	E-OtherScientificTerm
in	O
a	O
personalized	O
way	O
.	O

Basically	O
,	O
a	O
set	O
of	O
age-group	B-Method
specific	I-Method
dictionaries	E-Method
are	O
learned	O
,	O
where	O
the	O
dictionary	B-OtherScientificTerm
bases	E-OtherScientificTerm
corresponding	O
to	O
the	O
same	O
index	O
yet	O
from	O
different	O
dictionaries	O
form	O
a	O
particular	O
aging	B-OtherScientificTerm
process	I-OtherScientificTerm
pattern	E-OtherScientificTerm
cross	O
different	O
age	O
groups	O
,	O
and	O
a	O
linear	B-Method
combination	E-Method
of	O
these	O
patterns	S-Generic
expresses	O
a	O
particular	O
personalized	B-Task
aging	I-Task
process	E-Task
.	O

Moreover	O
,	O
two	O
factors	O
are	O
taken	O
into	O
consideration	O
in	O
the	O
dictionary	B-Method
learning	I-Method
process	E-Method
.	O

First	O
,	O
beyond	O
the	O
aging	B-Method
dictionaries	E-Method
,	O
each	O
subject	O
may	O
have	O
extra	O
personalized	B-OtherScientificTerm
facial	I-OtherScientificTerm
characteristics	E-OtherScientificTerm
,	O
e.g.	O
mole	S-OtherScientificTerm
,	O
which	O
are	O
invariant	O
in	O
the	O
aging	B-Task
process	E-Task
.	O

Second	O
,	O
it	O
is	O
challenging	O
or	O
even	O
impossible	O
to	O
collect	O
faces	O
of	O
all	O
age	O
groups	O
for	O
a	O
particular	O
subject	O
,	O
yet	O
much	O
easier	O
and	O
more	O
practical	O
to	O
get	O
face	O
pairs	O
from	O
neighboring	O
age	O
groups	O
.	O

Thus	O
a	O
personality-aware	B-OtherScientificTerm
coupled	I-OtherScientificTerm
reconstruction	I-OtherScientificTerm
loss	E-OtherScientificTerm
is	O
utilized	O
to	O
learn	O
the	O
dictionaries	S-Generic
based	O
on	O
face	O
pairs	O
from	O
neighboring	O
age	O
groups	O
.	O

Extensive	O
experiments	O
well	O
demonstrate	O
the	O
advantages	O
of	O
our	O
proposed	O
solution	S-Generic
over	O
other	O
state-of-the-arts	S-Generic
in	O
term	O
of	O
personalized	B-OtherScientificTerm
aging	I-OtherScientificTerm
progression	E-OtherScientificTerm
,	O
as	O
well	O
as	O
the	O
performance	O
gain	O
for	O
cross-age	B-Task
face	I-Task
verification	E-Task
by	O
synthesizing	B-Method
aging	I-Method
faces	E-Method
.	O

We	O
propose	O
a	O
draft	O
scheme	O
of	O
the	O
model	S-Generic
formalizing	O
the	O
structure	B-OtherScientificTerm
of	I-OtherScientificTerm
communicative	I-OtherScientificTerm
context	E-OtherScientificTerm
in	O
dialogue	B-Material
interaction	E-Material
.	O

The	O
relationships	O
between	O
the	O
interacting	O
partners	O
are	O
considered	O
as	O
system	O
of	O
three	O
automata	O
representing	O
the	O
partners	O
of	O
the	O
dialogue	O
and	O
environment	O
.	O

Visitors	O
who	O
browse	O
the	O
web	O
from	O
wireless	O
PDAs	O
,	O
cell	O
phones	O
,	O
and	O
pagers	O
are	O
frequently	O
stymied	O
by	O
web	B-Method
interfaces	E-Method
optimized	O
for	O
desktop	B-OtherScientificTerm
PCs	E-OtherScientificTerm
.	O

Simply	O
replacing	O
graphics	O
with	O
text	O
and	O
reformatting	O
tables	O
does	O
not	O
solve	O
the	O
problem	O
,	O
because	O
deep	B-OtherScientificTerm
link	I-OtherScientificTerm
structures	E-OtherScientificTerm
can	O
still	O
require	O
minutes	O
to	O
traverse	O
.	O

In	O
this	O
paper	O
we	O
develop	O
an	O
algorithm	S-Generic
,	O
MINPATH	S-Method
,	O
that	O
automatically	O
improves	O
wireless	B-Task
web	I-Task
navigation	E-Task
by	O
suggesting	O
useful	O
shortcut	O
links	O
in	O
real	O
time	O
.	O

MINPATH	S-Method
finds	O
shortcuts	O
by	O
using	O
a	O
learned	O
model	S-Generic
of	O
web	B-OtherScientificTerm
visitor	I-OtherScientificTerm
behavior	E-OtherScientificTerm
to	O
estimate	O
the	O
savings	B-Task
of	I-Task
shortcut	I-Task
links	E-Task
,	O
and	O
suggests	O
only	O
the	O
few	O
best	O
links	O
.	O

We	O
explore	O
a	O
variety	O
of	O
predictive	B-Generic
models	E-Generic
,	O
including	O
Na	B-Method
¨	I-Method
ıve	I-Method
Bayes	I-Method
mixture	I-Method
models	E-Method
and	O
mixtures	B-Method
of	I-Method
Markov	I-Method
models	E-Method
,	O
and	O
report	O
empirical	O
evidence	O
that	O
MINPATH	S-Method
finds	O
useful	O
shortcuts	O
that	O
save	O
substantial	O
navigational	O
effort	O
.	O

This	O
paper	O
describes	O
a	O
particular	O
approach	S-Generic
to	O
parsing	S-Task
that	O
utilizes	O
recent	O
advances	O
in	O
unification-based	B-Task
parsing	E-Task
and	O
in	O
classification-based	B-Task
knowledge	I-Task
representation	E-Task
.	O

As	O
unification-based	B-Method
